inspection_id,component_id,task_id,floor_zone,component_type,inspection_round,install_time,inspection_time,record_created_time,vertical_deviation_value,deviation_unit,grout_strength_mpa,inspector_team,result_recorded,rework_flag,revision_flag,source_system
QI-0205,CMP-0172,TSK-018,F02-C,wall_panel,1,2025-07-07 08:15,2025-07-07 12:34,2025-07-08 19:15,2.86,mm,56.9,TEAM_A,pass,false,false,site_tablet
QI-0222,CMP-0187,TSK-019,F07-A,beam,1,2025-07-28 14:45,2025-07-29 03:53,2025年07月29日 17:21,4.25,mm,46.0,TEAM_B,pass,false,false,quality_system
QI-0138,CMP-0115,TSK-012,F05-C,column,1,2025-08-20 14:15,2025-08-21 07:48,2025-08-21 03:48,3.24,mm,52.0,TEAM_C,pass,false,false,site_tablet
QI-0280,CMP-0237,TSK-024,F07-C,wall_panel,1,2025-08-04 16:15,2025-08-05 01:57,2025-08-06 09:52,-4.88,mm,49.9,TEAM_A,pass,false,false,quality_app
QI-0102,CMP-0086,TSK-009,F06-C,beam,2,2025-03-19 11:30,2025-03-25 17:01,2025-03-27 13:09,0.87,mm,-4.3,TEAM_B,pass,true,false,quality_system
QI-0196,CMP-0165,TSK-017,F05-B,wall_panel,1,2025-04-19 15:45,2025-04-20 03:37,2025-04-20 06:11,0.302,cm,54.3,TEAM_B,pass,false,false,quality_app
QI-0073,CMP-0060,TSK-006,F10-C,stair,2,2025-04-07 10:15,2025-04-11 13:32,2025-04-13 07:54,2.18,mm,44.7,TEAM_C,pass,true,false,quality_system
QI-0325,CMP-0272,TSK-028,F02-A,slab,1,2025/06/14 07:15,2025-06-15 00:00,2025-06-15 18:16,4.86,mm,46.0,TEAM_A,pass,false,false,site_tablet
QI-0262,CMP-0220,TSK-022,F10-A,beam,2,2025-06-18 15:00,2025-06-21 20:41,2025-06-22 04:51,1.62,mm,59.4,TEAM_B,pass,true,false,quality_app
QI-0002,CMP-0001,TSK-001,F01-A,N/A,2,2025-05-09 07:30,2025-05-12 10:07,2025-05-13 07:39,2.74,mm,51.7,TEAM_A,pass,true,false,quality_system
QI-0203,CMP-0170,TSK-017,F10-B,beam,2,2025/08/29 11:15,2025-09-02 18:43,2025-09-04 09:51,2.03,mm,50.5,TEAM_B,pass,true,false,quality_app
QI-0311,CMP-0260,TSK-026,F10-B,wall_panel,1,2025-06-22 12:30,2025-06-23 05:10,2025-06-23 20:34,4.68,mm,NA,TEAM_B,fail,true,false,quality_app
QI-0259,CMP-0218,TSK-022,F08-A,beam,1,2025-07-30 09:15,2025-07-30 20:47,2025-08-01 00:49,4.17,mm,31.7,TEAM_A,不通过,true,false,quality_system
QI-0054,CMP-0045,TSK-005,F05-B,column,1,2025-03-23 16:15,2025-03-24 11:53,2025-03-24 15:16,1.30,mm,42.2,TEAM_C,pass,false,false,quality_app
QI-0229,CMP-0192,TSK-020,F02-B,wall_panel,1,2025-08-14 07:45,2025-08-14 21:38,2025-08-16 14:36,3.25,mm,51.8,Team A,pass,false,false,quality_app
QI-0092,CMP-0077,TSK-008,F07-B,wall_panel,1,2025-08-11 13:15,2025-08-11 23:50,2025-08-12 23:39,0.332,cm,52.2,TEAM_B,pass,false,false,site_tablet
QI-0007,CMP-0006,TSK-001,F06-A,beam,1,2025-04-05 14:30,2025-04-05 17:27,2025-04-06 18:04,4.79,mm,42.0,team_a,pass,false,false,site_tablet
QI-0064,CMP-0054,TSK-006,F04-C,wall_panel,1,2025-05-28 12:30,2025-05-29 04:38,2025-05-29 15:14,2.20,mm,55.3,TEAM_A,pass,false,false,site_tablet
QI-0083,CMP-0069,TSK-007,F09-A,stair,1,2025-05-29 15:45,2025-05-30 07:12,2025-05-30 23:42,1.28,mm,39.5,TEAM_C,fail,是,false,site_tablet
QI-0306,CMP-0255,TSK-026,F05-B,slab,1,2025/08/07 15:30,2025-08-07 22:17,2025-08-09 13:06,1.23,mm,46.4,TEAM_B,pass,false,false,quality_system
QI-0008,CMP-0007,TSK-001,F07-A,wall_panel,1,2025-07-20 10:15,2025-07-20 12:20,2025-07-20 22:01,1.05,mm,49.0,TEAM_B,pass,false,false,quality_system
QI-0010,CMP-0008,TSK-001,F08-A,wall_panel,1,2025-03-25 15:00,N/A,2025-03-27 04:55,3.79,mm,36.7,TEAM_B,fail,true,false,quality_app
QI-0177,CMP-0148,TSK-015,F08-C,column,1,2025-08-25 08:00,2025-08-26 03:50,2025-08-26 07:37,1.63,mm,44.6,TEAM_B,pass,N/A,false,site_tablet
QI-0104,CMP-0087,TSK-009,F07-C,column,2,2025-05-30 08:30,2025-06-03 16:00,2025-06-04 18:31,1.91,mm,52.1,N/A,pass,true,false,quality_app
QI-0075,CMP-0062,TSK-007,F02-A,stair,NA,2025-05-22 15:15,2025-05-23 02:54,2025-05-24 09:56,0.96,mm,53.8,TEAM_A,pass,false,false,site_tablet
QI-0065,CMP-0055,TSK-006,F05-C,wall_panel,1,2025-05-26 13:00,2025-05-26 14:38,2025-05-26 16:31,5.43,mm,-6.1,TEAM_A,fail,true,false,quality_app
QI-0359,CMP-0300,TSK-030,F10-C,slab,1,2025-06-27 13:15,2025-06-27 15:52,2025-06-29 09:33,4.08,mm,44.7,TEAM_C,fail,false,false,quality_system
QI-0252,CMP-0213,TSK-022,F03-A,slab,1,2025-05-23 08:45,2025-05-23 18:39,2025-05-25 04:22,1.78,mm,61.4,TEAM_C,,false,false,quality_app
QI-0356,CMP-0298,TSK-030,F08-C,slab,1,2025-04-05 13:00,2025-04-05 09:00,2025-04-06 14:35,3.03,mm,39.3,TEAM_A,fail,true,false,site_tablet
QI-0316,CMP-0265,TSK-027,F05-C,column,1,2025-07-29 10:00,2025-07-29 22:07,2025-07-31 11:59,0.360,cm,44.6,TEAM_A,pass,false,false,quality_app
QI-0329,CMP-0276,TSK-028,F06-A,column,1,2025-03-07 12:45,2025-03-08 03:28,2025-03-08 22:57,2.31,mm,38.1,TEAM_A,NA,true,false,quality_system
QI-0185,CMP-0155,TSK-016,F05-A,slab,1,2025-07-04 16:45,2025-07-04 20:58,2025-07-05 00:29,3.60,mm,44.5,TEAM_C,pass,否,false,quality_system
QI-0042,CMP-0035,TSK-004,F05-A,wall_panel,2,2025-05-09 07:00,2025-05-13 10:00,2025-05-14 15:09,2.35,mm,49.2,TEAM_C,N/A,true,false,site_tablet
QI-0145,CMP-0121,TSK-013,F01-A,wall_panel,1,2025-03-05 15:15,2025-03-06 04:33,2025-03-07 19:51,1.93,mm,55.2,TEAM_B,pass,false,false,quality_app
QI-0253,CMP-0214,TSK-022,F04-A,slab,1,2025-05-08 13:00,2025-05-08 14:46,2025-05-10 07:35,0.029,cm,37.4,TEAM_B,fail,true,false,site_tablet
QI-0071,CMP-0059,TSK-006,F09-C,wall_panel,2,2025-03-20 13:15,2025-03-26 16:06,2025-03-27 14:07,2.89,mm,48.8,TEAM_A,pass,false,false,quality_app
QI-0227,CMP-0190,TSK-019,F10-A,beam,1,2025-06-17 09:30,2025-06-17 17:50,2025-06-18 15:12,3.55,mm,52.2,TEAM_C,pass,false,false,quality_system
QI-0062,CMP-0052,TSK-006,F02-C,column,1,2025-08-29 11:30,2025-08-30 07:00,2025-09-01 03:10,2.94,mms?,52.1,TEAM_C,pass,false,false,site_tablet
QI-0278,CMP-0235,TSK-024,F05-C,column,1,2025-05-03 14:30,2025-05-03 22:16,2025-05-04 22:58,5.05,mm,37.5,TEAM_A,fail,true,false,quality_app
QI-0244,CMP-0206,TSK-021,F06-C,wall_panel,1,2025-06-30 11:45,2025-06-30 23:15,2025-07-01 20:21,4.27,mm,47.3,TEAM_B,pass,false,false,site_tablet
QI-0238,CMP-0201,TSK-021,F01-C,slab,1,2025-04-05 09:45,2025-04-05 12:39,2025-04-05 14:54,78.63,mm,36.1,TEAM_C,fail,true,false,quality_app
QI-0232,CMP-0195,TSK-020,F05-B,wall_panel,1,2025-06-21 09:30,2025-06-21 13:32,2025-06-21 20:30,3.46,mm,59.8,TEAM_C,pass,false,false,site_tablet
QI-0126,CMP-0106,TSK-011,F06-B,beam,1,2025-05-23 09:15,2025-05-23 15:30,2025-05-24 06:22,3.45,mm,39.4,TEAM_A,fail,true,false,quality_system
QI-0221,CMP-0186,TSK-019,F06-A,wall_panel,1,2025-08-23 09:15,2025-08-23 10:21,2025-08-24 18:52,4.45,mm,40.4,Team C,pass,false,false,quality_app
QI-0327,CMP-0274,TSK-028,F04-A,slab,1,2025-05-11 15:15,NA,2025-05-13 08:57,4.11,mm,45.0,TEAM_C,pass,false,false,site_tablet
QI-0248,CMP-0210,TSK-021,F10-C,column,1,2025-08-20 14:45,2025-08-20 22:07,2025-08-21 14:03,4.11,mm,113.7,TEAM_B,pass,false,false,quality_system
QI-0169,CMP-0140,TSK-014,F10-B,slab,2,2025-04-11 11:00,2025-04-13 15:24,2025-04-13 19:24,3.68,mm,52.1,TEAM_A,通过,true,false,quality_system
QI-0193,CMP-0163,TSK-017,F03-B,column,1,2025-03-24 08:00,2025-03-24 17:34,2025-03-26 01:09,6.17,mm,53.9,TEAM_A,不通过,true,false,quality_system
QI-0027,CMP-0024,TSK-003,F04-C,beam,1,2025-06-20 07:30,2025-06-21 02:56,2025-06-21 17:23,4.28,mm,41.7,TEAM_A,pass,false,false,quality_system
QI-0139,CMP-0116,TSK-012,F06-C,beam,1,2025-07-12 12:45,2025-07-13 08:10,2025-07-14 07:35,0.330,cm,32.8,TEAM_C,fail,true,false,quality_system
QI-0166,CMP-0138,TSK-014,F08-B,wall_panel,1,2025-05-01 09:00,2025-05-02 01:54,2025-05-02 23:13,4.97,mm,46.2,,pass,false,false,site_tablet
QI-0210,CMP-0176,TSK-018,F06-C,wall_panel,1,2025-02-30,2025-06-05 02:59,2025-06-05 21:45,6.50,mm,40.4,TEAM_A,fail,true,false,quality_app
QI-0025,CMP-0022,TSK-003,F02-C,wall_panel,1,2025-07-01 16:45,2025-07-02 08:37,2025-07-03 13:59,5.29,mm,51.2,TEAM_B,pass,true,false,quality_app
QI-0124,CMP-0104,TSK-011,F04-B,wall_panel,1,2025-07-30 16:30,2025-07-31 04:18,2025-08-01 23:21,3.55,mm,41.1,TEAM_A,pass,false,false,quality_app
QI-0360,CMP-0300,TSK-030,F10-C,slab,2,2025-06-27 13:15,2025-07-01 18:18,2025-07-03 10:00,62.29,mm,48.7,TEAM_B,pass,true,false,quality_app
QI-0053,CMP-0044,TSK-005,F04-B,slab,1,2025-07-02 07:45,2025-07-02 14:33,2025-07-03 06:16,4.64,mm,59.8,TEAM_B,PASS,false,false,quality_system
QI-0216,CMP-0182,TSK-019,F02-A,slab,1,2025-08-07 08:45,--,2025-08-08 10:31,4.92,mm,48.3,TEAM_A,pass,false,false,site_tablet
QI-0287,CMP-0242,TSK-025,F02-A,wall_panel,2,2025-04-07 07:45,2025-04-11 09:54,2025-04-12 08:26,3.71,mm,54.9,TEAM_B,fail,true,false,quality_system
QI-0208,CMP-0174,TSK-018,F04-C,column,1,2025-08-01 13:45,2025-08-01 23:17,2025-08-03 20:12,3.89,mm,51.1,Team A,pass,false,false,quality_system
QI-0344,CMP-0289,TSK-029,F09-B,wall_panel,2,2025-03-17 16:45,2025-03-22 19:26,2025-03-23 19:59,9.98,mm,43.5,TEAM_C,fail,true,false,site_tablet
QI-0309,CMP-0258,TSK-026,F08-B,stair,1,2025-05-25 10:15,2025-05-25 14:15,2025-05-26 04:14,4.73,mm,47.9,TEAM_C,pass,,false,quality_app
QI-0015,CMP-0013,TSK-002,F03-B,beam,1,2025-04-03 08:45,2025-04-03 23:54,2025-04-04 01:32,0.48,mm,54.0,TEAM_C,合格,false,false,quality_app
QI-0049,CMP-0041,TSK-005,F01-B,column,1,2025-04-15 15:30,2025-04-16 08:50,2025-04-16 17:13,4.79,mm,47.2,Team C,pass,false,false,site_tablet
QI-0018,CMP-0016,TSK-002,F06-B,stair,1,2025-04-19 11:00,2025-04-19 15:34,2025-04-20 23:56,4.33,mm,42.9,C班,pass,false,false,site_tablet
QI-0279,CMP-0236,TSK-024,F06-C,column,1,2025-04-21 15:30,2025-04-21 20:59,2025-04-22 11:24,5.36,mm,37.6,TEAM_B,FAIL,true,false,quality_app
QI-REV-003,CMP-0162,TSK-017,F02-B,slab,1,2025-04-14 11:15,2025-04-15 05:13,2025-04-16 16:01,2.77,mm,48.3,TEAM_C,pass,false,true,quality_app
QI-0056,CMP-0047,TSK-005,F07-B,beam,1,2025-03-16 12:00,2025-03-17 07:52,2025年03月18日 13:20,3.08,mm,36.8,TEAM_C,fail,true,false,quality_app
QI-0017,CMP-0015,TSK-002,F05-B,column,1,2025-04-04 14:45,2025-04-05 07:58,2025-04-07 01:42,0.33,mm,50.2,TEAM_A,合格,false,false,quality_system
QI-0118,CMP-0100,TSK-010,F10-A,slab,1,2025-03-10 11:00,2025-03-10 23:08,2025-03-12 15:33,5.31,mm,55.2,TEAM_C,pass,true,false,quality_app
QI-0247,CMP-0209,TSK-021,F09-C,slab,1,2025-06-21 13:15,2025-06-22 03:32,2025-06-23 02:52,4.70,mm,50.8,TEAM_C,PASS,false,false,site_tablet
QI-0289,CMP-0243,TSK-025,F03-A,column,2,2025-04-06 11:30,2025-04-08 19:09,2025-04-09 07:38,3.44,mm,43.9,TEAM_B,pass,true,false,quality_system
QI-0040,CMP-0034,TSK-004,F04-A,beam,1,2025-07-31 13:00,2025-07-31 21:55,2025-08-01 01:12,0.60,mm,44.7,TEAM_C,pass,false,false,quality_app
QI-0148,CMP-0123,TSK-013,F03-A,beam,1,2025-07-28 13:00,2025-07-28 23:06,2025-07-30 19:17,3.92,mm,39.9,TEAM_B,fail,true,false,quality_system
QI-0273,CMP-0230,TSK-023,F10-B,slab,1,2025-03-20 14:30,2025-03-21 01:42,2025-03-21 06:26,2.88,mm,52.5,TEAM_B,fail,false,false,quality_app
QI-0270,CMP-0227,TSK-023,F07-B,wall_panel,1,2025-05-31 15:00,01-06-2025 10:32,2025-06-02 02:26,1.73,mm,45.2,TEAM_B,pass,false,false,site_tablet
