project_id,date,zone_id,construction_stage,electricity_kwh,diesel_l,equipment_hours,active_workers,temperature_c,rainfall_mm,electricity_factor_kgco2e_kwh,diesel_factor_kgco2e_l,carbon_kgco2e,data_quality_flag
PRJ-QM-001,2025-08-01,A,enclosure_mep,667.94,85.66,25.1,62,25.5,0.0,0.55,2.68,596.94,ok
PRJ-QM-001,2025-08-01,B,enclosure_mep,1245.29,66.73,18.8,63,25.5,0.0,0.55,2.68,863.75,ok
PRJ-QM-001,2025-08-01,C,enclosure_mep,526.69,148.75,21.0,52,25.5,0.0,0.55,2.68,688.33,ok
PRJ-QM-001,2025-08-02,A,enclosure_mep,594.9,79.95,20.5,57,26.4,0.0,0.55,2.68,541.46,ok
PRJ-QM-001,2025-08-02,B,enclosure_mep,561.3,76.5,21.1,47,26.4,0.0,0.55,2.68,513.74,ok
PRJ-QM-001,2025-08-02,C,enclosure_mep,416.96,50.56,13.5,43,26.4,0.0,0.55,2.68,364.83,ok
PRJ-QM-001,2025-08-03,A,enclosure_mep,376.09,53.96,9.6,23,27.9,0.3,0.55,2.68,351.46,ok
PRJ-QM-001,2025-08-03,B,enclosure_mep,381.01,37.41,9.4,24,27.9,0.3,0.55,2.68,309.81,ok
PRJ-QM-001,2025-08-03,C,enclosure_mep,283.57,46.83,5.9,24,27.9,0.3,0.55,2.68,281.47,ok
PRJ-QM-001,2025-08-04,A,enclosure_mep,687.35,84.58,25.0,70,25.7,0.0,0.55,2.68,604.72,ok
PRJ-QM-001,2025-08-04,B,enclosure_mep,596.47,85.3,23.9,68,25.7,0.0,0.55,2.68,556.66,ok
PRJ-QM-001,2025-08-04,C,enclosure_mep,543.86,66.75,20.6,55,25.7,0.0,0.55,2.68,478.01,ok
PRJ-QM-001,2025-08-05,A,finishing_commissioning,536.55,46.61,16.3,48,26.8,0.0,0.55,2.68,420.02,ok
PRJ-QM-001,2025-08-05,B,finishing_commissioning,530.45,62.69,17.0,39,26.8,0.0,0.55,2.68,459.76,ok
PRJ-QM-001,2025-08-05,C,finishing_commissioning,433.32,33.22,11.7,43,26.8,0.0,0.55,2.68,327.36,ok
PRJ-QM-001,2025-08-06,A,finishing_commissioning,658.22,75.99,25.4,58,26.3,0.0,0.55,2.68,565.67,ok
PRJ-QM-001,2025-08-06,B,finishing_commissioning,554.71,44.12,16.2,44,26.3,0.0,0.55,2.68,423.33,ok
PRJ-QM-001,2025-08-06,C,finishing_commissioning,438.84,33.02,13.0,47,26.3,0.0,0.55,2.68,329.86,ok
PRJ-QM-001,2025-08-07,A,finishing_commissioning,569.57,43.14,14.8,44,28.1,0.0,0.55,2.68,428.88,ok
PRJ-QM-001,2025-08-07,B,finishing_commissioning,484.76,36.57,11.8,45,28.1,0.0,0.55,2.68,364.63,ok
PRJ-QM-001,2025-08-07,C,finishing_commissioning,383.44,31.23,11.5,35,28.1,0.0,0.55,2.68,294.59,ok
PRJ-QM-001,2025-08-08,A,finishing_commissioning,522.06,50.27,13.5,48,26.1,0.0,0.55,2.68,421.86,ok
PRJ-QM-001,2025-08-08,B,finishing_commissioning,479.51,43.34,15.9,36,26.1,0.0,0.55,2.68,379.88,ok
PRJ-QM-001,2025-08-08,C,finishing_commissioning,459.8,32.51,11.3,43,26.1,0.0,0.55,2.68,340.02,ok
PRJ-QM-001,2025-08-09,A,finishing_commissioning,477.91,36.89,10.3,38,25.9,0.0,0.55,2.68,361.72,ok
PRJ-QM-001,2025-08-09,B,finishing_commissioning,398.55,46.87,11.3,30,25.9,0.0,0.55,2.68,344.81,ok
PRJ-QM-001,2025-08-09,C,finishing_commissioning,390.78,35.84,9.9,22,25.9,0.0,0.55,2.68,310.98,ok
PRJ-QM-001,2025-08-10,A,finishing_commissioning,296.3,17.69,2.3,23,25.7,2.9,0.55,2.68,210.37,ok
PRJ-QM-001,2025-08-10,B,finishing_commissioning,295.33,23.49,2.9,18,25.7,2.9,0.55,2.68,225.38,ok
PRJ-QM-001,2025-08-10,C,finishing_commissioning,280.61,11.02,7.1,16,25.7,2.9,0.55,2.68,183.87,ok
PRJ-QM-001,2025-08-11,A,finishing_commissioning,604.85,50.53,16.2,55,27.1,0.0,0.55,2.68,468.09,ok
PRJ-QM-001,2025-08-11,B,finishing_commissioning,483.62,50.37,12.0,46,27.1,0.0,0.55,2.68,400.98,ok
PRJ-QM-001,2025-08-11,C,finishing_commissioning,379.67,36.47,10.2,38,27.1,0.0,0.55,2.68,306.56,ok
PRJ-QM-001,2025-08-12,A,finishing_commissioning,597.01,64.14,19.5,60,26.5,0.0,0.55,2.68,500.25,ok
PRJ-QM-001,2025-08-12,B,finishing_commissioning,532.42,44.92,16.4,54,26.5,0.0,0.55,2.68,413.22,ok
PRJ-QM-001,2025-08-12,C,finishing_commissioning,472.54,45.03,15.1,45,26.5,0.0,0.55,2.68,380.58,ok
PRJ-QM-001,2025-08-13,A,finishing_commissioning,645.94,68.38,19.9,55,29.7,9.2,0.55,2.68,538.53,ok
PRJ-QM-001,2025-08-13,B,finishing_commissioning,537.56,50.61,16.4,47,29.7,9.2,0.55,2.68,431.29,ok
PRJ-QM-001,2025-08-13,C,finishing_commissioning,491.05,45.37,13.9,49,29.7,9.2,0.55,2.68,391.67,ok
PRJ-QM-001,2025-08-14,A,finishing_commissioning,505.0,42.55,14.0,39,28.5,0.0,0.55,2.68,391.78,ok
PRJ-QM-001,2025-08-14,B,finishing_commissioning,492.27,35.66,11.9,43,28.5,0.0,0.55,2.68,366.32,ok
PRJ-QM-001,2025-08-14,C,finishing_commissioning,413.82,41.64,12.4,41,28.5,0.0,0.55,2.68,339.2,ok
PRJ-QM-001,2025-08-15,A,finishing_commissioning,585.45,51.02,16.8,52,26.1,0.0,0.55,2.68,458.73,ok
PRJ-QM-001,2025-08-15,B,finishing_commissioning,537.44,45.88,15.1,45,26.1,0.0,0.55,2.68,418.55,ok
PRJ-QM-001,2025-08-15,C,finishing_commissioning,443.14,30.17,10.2,36,26.1,0.0,0.55,2.68,324.58,ok
PRJ-QM-001,2025-08-16,A,finishing_commissioning,451.74,55.93,14.3,38,25.7,0.0,0.55,2.68,398.35,ok
PRJ-QM-001,2025-08-16,B,finishing_commissioning,377.85,50.15,11.2,30,25.7,0.0,0.55,2.68,342.22,ok
PRJ-QM-001,2025-08-16,C,finishing_commissioning,418.68,37.21,12.7,23,25.7,0.0,0.55,2.68,330.0,ok
PRJ-QM-001,2025-08-17,A,finishing_commissioning,429.18,46.48,6.9,25,26.2,0.0,0.55,2.68,360.62,ok
PRJ-QM-001,2025-08-17,B,finishing_commissioning,290.9,24.76,0.5,14,26.2,0.0,0.55,2.68,226.35,ok
PRJ-QM-001,2025-08-17,C,finishing_commissioning,257.33,24.9,2.5,17,26.2,0.0,0.55,2.68,208.26,ok
PRJ-QM-001,2025-08-18,A,finishing_commissioning,597.26,48.7,16.7,49,26.3,0.0,0.55,2.68,459.01,ok
PRJ-QM-001,2025-08-18,B,finishing_commissioning,462.89,38.64,13.5,43,26.3,0.0,0.55,2.68,358.14,ok
PRJ-QM-001,2025-08-18,C,finishing_commissioning,422.2,30.88,12.9,35,26.3,0.0,0.55,2.68,314.97,ok
PRJ-QM-001,2025-08-19,A,finishing_commissioning,560.9,49.04,15.3,55,24.7,19.2,0.55,2.68,439.92,ok
PRJ-QM-001,2025-08-19,B,finishing_commissioning,587.32,47.98,14.0,46,24.7,19.2,0.55,2.68,451.61,ok
PRJ-QM-001,2025-08-19,C,finishing_commissioning,477.13,30.87,14.7,43,24.7,19.2,0.55,2.68,345.15,ok
PRJ-QM-001,2025-08-20,A,finishing_commissioning,562.76,59.4,18.1,49,27.4,0.0,0.55,2.68,468.71,ok
PRJ-QM-001,2025-08-20,B,finishing_commissioning,524.12,47.59,15.1,44,27.4,0.0,0.55,2.68,415.81,ok
PRJ-QM-001,2025-08-20,C,finishing_commissioning,479.64,47.5,17.5,42,27.4,0.0,0.55,2.68,391.1,ok
PRJ-QM-001,2025-08-21,A,finishing_commissioning,609.99,,18.8,51,26.0,0.0,0.55,2.68,,missing_diesel
PRJ-QM-001,2025-08-21,B,finishing_commissioning,511.6,42.62,11.8,42,26.0,0.0,0.55,2.68,395.6,ok
PRJ-QM-001,2025-08-21,C,finishing_commissioning,456.95,36.7,12.5,41,26.0,0.0,0.55,2.68,349.68,ok
PRJ-QM-001,2025-08-22,A,finishing_commissioning,507.1,38.58,13.9,47,24.6,0.0,0.55,2.68,382.3,ok
PRJ-QM-001,2025-08-22,B,finishing_commissioning,453.91,46.59,13.3,41,24.6,0.0,0.55,2.68,374.51,ok
PRJ-QM-001,2025-08-22,C,finishing_commissioning,454.31,52.37,14.6,37,24.6,0.0,0.55,2.68,390.22,ok
PRJ-QM-001,2025-08-23,A,finishing_commissioning,462.33,38.82,14.8,36,24.4,0.0,0.55,2.68,358.32,ok
PRJ-QM-001,2025-08-23,B,finishing_commissioning,376.79,33.43,7.8,30,24.4,0.0,0.55,2.68,296.83,ok
PRJ-QM-001,2025-08-23,C,finishing_commissioning,421.2,25.85,11.3,32,24.4,0.0,0.55,2.68,300.94,ok
PRJ-QM-001,2025-08-24,A,finishing_commissioning,332.17,33.06,7.5,27,23.3,0.0,0.55,2.68,271.29,ok
PRJ-QM-001,2025-08-24,B,finishing_commissioning,329.56,34.54,8.8,23,23.3,0.0,0.55,2.68,273.83,ok
PRJ-QM-001,2025-08-24,C,finishing_commissioning,229.91,23.73,0.5,16,23.3,0.0,0.55,2.68,190.05,ok
PRJ-QM-001,2025-08-25,A,finishing_commissioning,551.99,36.98,15.4,48,24.4,0.0,0.55,2.68,402.7,ok
PRJ-QM-001,2025-08-25,B,finishing_commissioning,512.61,68.88,20.6,43,24.4,0.0,0.55,2.68,466.53,ok
PRJ-QM-001,2025-08-25,C,finishing_commissioning,423.16,56.51,14.9,44,24.4,0.0,0.55,2.68,384.18,ok
PRJ-QM-001,2025-08-26,A,finishing_commissioning,566.72,57.32,18.4,51,23.7,0.0,0.55,2.68,465.31,ok
PRJ-QM-001,2025-08-26,B,finishing_commissioning,511.63,48.63,17.9,49,23.7,0.0,0.55,2.68,411.72,ok
PRJ-QM-001,2025-08-26,C,finishing_commissioning,410.84,34.32,12.3,36,23.7,0.0,0.55,2.68,317.94,ok
PRJ-QM-001,2025-08-27,A,finishing_commissioning,552.15,36.79,15.3,61,23.4,5.7,0.55,2.68,402.28,ok
PRJ-QM-001,2025-08-27,B,finishing_commissioning,498.79,46.7,15.9,46,23.4,5.7,0.55,2.68,399.49,ok
PRJ-QM-001,2025-08-27,C,finishing_commissioning,437.5,53.68,15.0,43,23.4,5.7,0.55,2.68,384.49,ok
PRJ-QM-001,2025-08-28,A,finishing_commissioning,545.04,58.01,17.5,49,22.7,0.0,0.55,2.68,455.24,ok
PRJ-QM-001,2025-08-28,B,finishing_commissioning,489.13,61.36,16.3,45,22.7,0.0,0.55,2.68,433.47,ok
PRJ-QM-001,2025-08-28,C,finishing_commissioning,447.36,44.31,15.9,39,22.7,0.0,0.55,2.68,364.8,ok
PRJ-QM-001,2025-08-29,A,finishing_commissioning,512.5,69.86,16.6,53,24.0,0.0,0.55,2.68,469.1,ok
PRJ-QM-001,2025-08-29,B,finishing_commissioning,467.69,39.35,13.6,42,24.0,0.0,0.55,2.68,362.69,ok
PRJ-QM-001,2025-08-29,C,finishing_commissioning,397.26,28.92,13.8,37,24.0,0.0,0.55,2.68,296.0,ok
